#;LLR;kumul.;Häufig;links;rechts;Kookkurrenzen;syntagmatische Muster;

;196;350;62109;14;-5;1;Sidos;100% auf Sidos [Debütalbum|Album] Maske

;197;349;62114;5;-2;-1;Box-Idol;100% Box-Idol Maske

;198;346;62132;18;-5;5;Boxen; 55% Boxen mit ... Maske

;199;345;62150;18;-5;5;Tontechnik; 77% zu Tanz Maske ... Licht|Kostüm und|Film ... Tontechnik

;200;343;62212;62;3;5;Augen; 50% die|der Maske ... die Augen

;201;343;62214;2;3;5;Scream Horrorfilm ;100% Maske aus dem Horrorfilm Scream

;;;62226;12;3;5;Scream ; 83% kannte|mit der|die Maske aus dem Film Scream spürte

;202;341;62237;11;-5;5;Gesichts; 72% die Maske die eines ... des Gesichts

;203;339;62306;69;-5;5;Regie; 55% Regie [... und] Maske und

;204;338;62320;14;2;2;Bösen; 92% die Maske des Bösen

;205;338;62325;5;-2;-1;Imkerbund-Präsident verfälschen ;100% zu verfälschen sagt Imkerbund-Präsident Peter Maske

;;;62336;11;-2;-1;Imkerbund-Präsident ;100% sagt Imkerbund-Präsident [Peter] Maske sagt es

;206;337;62367;31;1;4;Desinfektionsmittel; 87% mit Maske [und] Desinfektionsmittel

;207;334;62368;1;-5;5;Bart polizeilich ;100% Bart ... Maske polizeilich

;;;62392;24;-5;5;Bart ; 62% mit der|die Maske [über ...] Bart

;208;332;62438;46;-1;-1;deine; 86% deine Maske

;209;330;62456;18;-5;4;Dr; 77% Dr [Martin ... der] Maske des|Assistenzarzt der

;210;329;62459;3;-5;3;riss;100% riss ... die Maske

;211;328;62477;18;-1;-1;weißer; 77% mit weißer Maske und ...

;212;328;62497;20;-5;4;Abstandhalten; 60% Maske und Abstandhalten

;213;326;62523;26;-5;-2;Räuber; 96% Räuber mit ... Maske und

;214;324;62534;11;-1;-1;beste prämiert ;100% wird die beste Maske [...] prämiert

;;;62608;74;-1;-1;beste ; 77% für die beste [...] Maske

;215;324;62613;5;-1;-1;chirurgische;100% chirurgische Maske

;216;323;62636;23;-5;5;Larve; 47% Besucher mit|die Maske [oder] Larve erhält außerdem

;217;319;62656;20;-5;5;Make-up; 70% die Maske [das|und] Make-up

;218;318;62932;276;2;2;müssen; 52% die Maske [tragen] müssen

;219;315;62933;1;-5;5;Vader;100% Vader ... Maske

;220;314;62943;10;-1;-1;venezianischen; 90% der venezianischen [...] Maske

;221;313;62952;9;1;5;aufsetzte;100% die|seine Maske [des ...] aufsetzte und

;222;311;63157;205;-3;-3;Ich; 90% Ich ... keine|die Maske

;223;310;63166;9;2;5;wahres; 88% seine Maske ab|abgelegt und zeigt sein wahres

;224;308;63176;10;-4;4;Wohlanständigkeit; 60% die Maske der|bürgerlicher Wohlanständigkeit

;225;306;63196;20;-5;4;Ton Licht ; 35% Licht [und] Ton [Video ...] Maske und Kostüm

;;;63223;27;-5;4;Ton ; 51% für|den Ton [... und|die] Maske und Schnitt

;226;304;63290;67;-4;-2;setzt; 85% setzt ... die Maske auf

;227;303;63316;26;-5;5;Sitzplatz; 65% am|zum Sitzplatz [kann darf|die] Maske abgenommenwerden

;228;302;63317;1;-1;-1;bürgerliche AfD ;100% AfD ... bürgerliche Maske

;;;63330;13;-1;-1;bürgerliche ; 84% langsam die bürgerliche [...] Maske fallen und

;229;300;63332;2;-4;4;Abschiedskampf; 50% Maske ... Abschiedskampf

;230;300;63362;30;2;2;Mythos Klee Paul ;100% Paul Klee - in|In der Maske des Mythos ... Uhr

;;;63363;1;2;2;Mythos Klee ;100% Klee ... Maske ... Mythos

;;;63383;20;2;2;Mythos ; 70% In der Maske [des] Mythos

;231;297;63439;56;2;5;Schutz; 60% die Maske als zum Schutz vor

;232;297;63448;9;-5;5;Schutzbrille; 55% mit Maske und Schutzbrille

;233;296;63697;249;-4;-2;Menschen; 83% Menschen [... mit|die|ohne] Maske

;234;296;63710;13;-1;-1;rote; 53% die rote [...] Maske

;235;296;63733;23;-5;5;Rocky; 78% Maske ... gegen Rocky

;236;295;63765;32;-5;5;Haut; 50% als Maske auf die Haut

;237;295;63775;10;-4;5;Hygieneregeln; 70% die Hygieneregeln mit Abstand|und Maske eingehaltenwerden

;238;292;63780;5;-1;-1;lächelnde;100% die lächelnde Maske

;239;289;63789;9;-4;3;Mütze; 66% Mütze und Maske

;240;289;63796;7;3;3;Horrorfilm; 85% der Maske [aus einem] Horrorfilm

;241;283;63809;13;-5;5;dunkle; 76% dunkle [... die ...] Maske

;242;283;63814;5;1;4;prämiert;100% Maske [...] prämiert

;243;282;63821;7;-4;5;Schneiderei Hauptbühne ;100% in der Schneiderei und der Maske gefertigt wird hat dieHauptbühne

;;;63833;12;-4;5;Schneiderei ; 58% die Schneiderei [und die] Maske ... und

;244;281;63885;52;1;1;montags freitags Hahn Peter Leben ;100% von Peter Hahn Leben ohne Maske montags bis freitags 9bis

;245;280;63911;26;-5;5;Phantom; 57% das Phantom ... der|mit|die ... Maske

;246;278;63922;11;-3;-3;Mannes Tragödie ;100% Tragödie des Mannes mit der Maske bringt dem

;;;63976;54;-3;-3;Mannes ; 66% Geschichte des Mannes mit der Maske

;247;278;63986;10;1;1;ablegt;100% die Maske [...] ablegt

;248;278;63987;1;3;3;freitags;100% freitags ... Maske

;249;276;63999;12;1;1;abnahm; 91% und die Maske [...] abnahm und ...

;250;274;64021;22;1;5;abzulegen;100% die Maske [des ...] abzulegen und

;251;274;64037;16;-5;5;bzw; 68% der Maske [...] bzw

;252;273;64127;90;1;4;sitzen; 66% in der|ohne Maske [...] sitzen

;253;273;64131;4;-5;5;Comeback-Kampf;100% den Comeback-Kampf gegen Maske am 31.

;254;267;64140;9;2;2;Zingarella;100% die Maske der Zingarella hing

;255;266;64149;9;-5;5;Schutzkleidung; 55% Schutzkleidung und Maske und ...

;256;265;64158;9;1;1;herunterreißt;100% die Maske herunterreißt und

;257;264;64159;1;-5;4;Juliska;100% Juliska ... Maske

;258;264;64162;3;-4;5;IBF-Weltmeister; 66% Maske ... IBF-Weltmeister

;259;263;64333;171;-1;-1;dieser; 75% dieser [...] Maske

;260;263;64335;2;-4;-2;Pendereckis Krzysztof ;100% Krzysztof Pendereckis ... Maske

;;;64343;8;-4;-2;Pendereckis ;100% Pendereckis Schwarzer|Schwarze Maske

;261;263;64351;8;1;1;anzuziehen; 87% die Maske [richtig] anzuziehen

;262;261;64374;23;-5;5;Mantel; 65% mit Maske [und|&] Mantel und ...

;263;261;64396;22;-3;-3;Scheusal;100% und dem|das Scheusal mit der Maske

;264;260;64486;90;-1;-1;Ihre; 95% Sie Ihre [...] Maske

;265;258;64685;199;-5;5;lässt; 66% lässt [... die] Maske fallen

;266;257;64712;27;-4;4;Anzug; 81% in ... Anzug [und mit] Maske

;267;257;64820;108;-5;-1;jeder; 69% jeder [...] Maske

;268;257;64827;7;-5;5;Sauerland Wilfried ; 57% Maske ... Manager Wilfried Sauerland

;;;64834;7;-5;5;Sauerland ; 71% Sauerland [...] Maske

;269;256;64842;8;-5;4;Szenenbild Kamera ; 50% Kamera Kostümbild Maske [und] Szenenbild

;;;64852;10;-5;4;Szenenbild ; 60% Maske [Kostüm und] Szenenbild

;270;253;64898;46;-1;-1;eigene; 80% die|seine eigene [...] Maske

;271;252;64906;8;-5;5;schwarzem Montur traumatische Kindheits Leder ;100% Montur mit Maske aus schwarzem Leder traumatischeKindheits

;;;64911;5;-5;5;schwarzem Montur traumatische Leder ;100% Montur mit Maske aus schwarzem Leder traumatischeKindheitserinnerungen

;;;64912;1;-5;5;schwarzem Montur Leder ;100% Montur ... Maske ... schwarzem Leder

;;;64925;13;-5;5;schwarzem ; 84% Typ mit schwarzem Kapuzenshirt und ... Maske unmittelbaran

;272;250;64963;38;2;5;Symbol; 86% die Maske [... ein|als] Symbol für

;273;250;64980;17;-4;5;Kostümierung; 70% Kostümierung und Maske kamen in

;274;248;65019;39;-4;-2;Täter; 58% der Täter ohne|die|seine Maske

;275;247;65029;10;-1;-1;Silberne Ehrenpreis Volksbühne ; 70% Hamburger Volksbühne den Ehrenpreis Silberne Maske

;;;65030;1;-1;-1;Silberne Ehrenpreis ;100% Ehrenpreis Silberne Maske

;;;65037;7;-1;-1;Silberne Volksbühne ;100% Silberne Maske der Hamburger Volksbühne

;;;65043;6;-1;-1;Silberne ;100% die Silberne Maske

;276;247;65045;2;2;5;Iron Man ;100% Maske des ... Iron Man

;277;246;65051;6;-1;-1;Mutters Schlingensiefs ; 83% Christoph Schlingensiefs [...] Mutters Maske 1988

;;;65065;14;-1;-1;Mutters ;100% Mutters Maske 1988|mit

;278;245;65074;9;1;3;The Naked ;100% Stadt ohne Maske [...] The Naked City

;;;65076;2;1;3;The of ;100% The ... of ... - Maske

;;;65096;20;1;3;The ; 65% The Great Sasuke - in die Maske

;279;243;65100;4;-5;-1;lachende weinende ; 75% lachende und die weinende Maske

;280;243;65115;15;1;5;atmen; 93% man|Sie ohne|die Maske [nicht mehr und ...] atmenund|konnte

;281;241;65145;30;1;4;betreten; 80% mit|ohne Maske [den ...] betreten

;282;240;65146;1;1;1;kümmerten;100% Maske ... kümmerten

;283;239;65445;299;-2;-2;In; 98% In [der ...] Maske

;284;239;65452;7;-1;-1;Majoras;100% Majoras Maske

;285;238;65622;170;-3;-2;selbst; 52% selbst [... die] Maske

;286;238;65626;4;-4;5;Sternheims; 50% Maske in Sternheims

;287;237;65635;9;-5;5;Kapuze; 66% Kapuze [... die] Maske

;288;237;65650;15;-4;5;Atmen; 53% die Maske entstand beim das Atmen

;289;237;65673;23;-5;5;Händewaschen; 56% Abstand Maske [... und] Händewaschen

;290;236;65741;68;1;1;spielen; 66% mit|ohne Maske [...] spielen

;291;236;65743;2;-3;5;Profiboxer;100% Maske ... Profiboxer

;292;233;65754;11;-1;-1;welcher; 72% mit welcher [... der die] Maske

;293;233;65772;18;-5;3;Persona; 66% Persona ... die Maske ... Schauspielers

;294;232;65787;15;-5;1;trügen; 66% die keine Maske [...] trügen und jemanden

;295;232;65798;11;-5;5;boxt; 72% Maske [...] boxt am ...

;296;231;65808;10;2;3;Lächelns;100% die Maske des Lächelns

;297;230;65809;1;-2;-2;Boxidol;100% Maske ... Boxidol

;298;230;65811;2;2;2;Abendkleidung Einlaß ;100% Einlaß 19 Uhr Maske oder Abendkleidung

;;;65819;8;2;2;Abendkleidung ; 87% in Maske oder Abendkleidung

;299;229;65837;18;-5;4;Clown; 66% der Clown in|ohne|der|die ... Maske

;300;229;65911;74;1;2;vergessen; 87% die Maske [... nicht] vergessen

;301;228;65924;13;-5;5;Tröpfchen; 61% der Maske vor Partikeln die Tröpfchen

;302;225;65985;61;-5;5;Licht; 57% Licht [und ... die] Maske und

;303;223;65992;7;1;1;mitbringen;100% Bitte Maske [...] mitbringen

;304;221;65993;1;-3;-3;Hahn Leben ;100% Hahn ... Leben ... Maske

;;;65995;2;-3;-3;Hahn ;100% Maske ... Hahn

;305;220;65999;4;-5;5;vermummt;100% vermummt mit Maske

;306;219;66005;6;-4;5;Pressluftflasche;100% mit Maske [und] Pressluftflasche

;307;218;66026;21;1;5;lüften; 90% die Maske [... zu] lüften

;308;215;66036;10;-4;5;Kostümabteilung; 70% in der|die Maske und in der die Kostümabteilung

;309;215;66043;7;-5;4;Kamera Schnitt ; 57% Kamera [...] Schnitt Kostüm und Maske

;;;66067;24;-5;4;Kamera ; 54% für ... Kamera [... die] Maske

;310;215;66074;7;-1;-1;blaue; 85% blaue [oder ...] Maske

;311;214;66226;152;-5;-3;Er; 98% Er ... die Maske

;312;214;66235;9;2;2;Pharao; 66% Maske des Pharao kommt

;313;214;66239;4;-2;-1;grinsende;100% die grinsende [...] Maske

;314;214;66262;23;-5;5;Lüften; 65% Abstand Maske [Abstand] Lüften

;315;212;66279;17;-4;5;Verstellung; 52% ist Verstellung [und in ...] Maske

;316;211;66321;42;-4;-2;stets; 54% der stets [mit] Maske und

;317;211;66323;2;-1;-1;Ensors Lear ;100% Lear in Ensors Maske

;;;66329;6;-1;-1;Ensors ; 83% Ensors Maske

;318;211;66344;15;1;5;verpflichtend; 86% werde die Maske [in ...] verpflichtend - ausgenommen

;319;209;66356;12;2;5;wahre; 91% die Maske ... und|die wahre

;320;208;66364;8;-1;-1;freundliche;100% die freundliche Maske

;321;208;66374;10;2;5;Abstände; 80% die Maske ... und ... die Abstände

;322;208;66375;1;-2;-2;Nichttragen;100% Nichttragen ... Maske

;323;207;66397;22;-5;5;schlüpft; 63% und schlüpft in die Maske des ...

;324;206;66402;5;2;5;Guy;100% Maske des legendären englischen Brandstifters Guy

;325;205;66420;18;-1;-1;Henri;100% Henri Maske ... die

;326;205;66427;7;-1;-1;ewige; 57% ewige [Jude ... Bolschewismus ohne] Maske

;327;205;66433;6;1;1;vorm; 50% Maske [...] vorm

;328;205;66442;9;1;5;aufbehalten;100% die Maske [...] aufbehalten

;329;205;66454;12;-2;4;Imkerbunds Peter ; 58% Peter Maske Präsident des Deutschen Imkerbundszeichnete

;330;204;66612;158;-4;-2;Wenn; 99% Wenn [die ...] Maske fällt ...

;331;204;66632;20;-4;5;Frisur; 80% für|die Maske und die ... Frisur

;332;203;66696;64;-3;-2;Mensch; 68% Mensch [und] Maske

;333;203;66701;5;1;2;aufhaben;100% die Maske [...] aufhaben

;334;202;67139;438;2;2;werden; 70% die Maske [...] werden

;335;202;67140;1;-5;1;erstarrte;100% erstarrte Maske

;336;201;67148;8;-2;-2;ÖV; 62% die Maske im ÖV

;337;200;67164;16;2;5;Pistole; 56% mit Maske und wieder ... die Pistole

;338;200;67165;1;1;1;vors;100% Maske ... vors

;339;199;67209;44;-5;-2;Person; 59% Person [...] Maske

;340;198;67227;18;2;5;Schauspielers; 83% die Maske ... des Schauspielers

;341;198;67232;5;-1;-1;unheimlichen Rätsel ;100% Das Rätsel der unheimlichen Maske

;;;67233;1;-1;-1;unheimlichen ;100% unheimlichen Maske

;342;197;67245;12;-1;-1;Lavaters;100% Roman Lavaters Maske

;343;195;67250;5;-1;-1;weisse;100% weisse [...] Maske

;344;195;67260;10;-5;5;Beleuchtung; 60% Maske [... und ...] Beleuchtung

;345;195;67269;9;1;5;usw; 88% Maske [...] usw

;346;194;67274;5;-2;-2;Montur;100% Montur mit Atemgerät|und Maske

;347;193;67277;3;-1;-1;lächelnden; 66% Maske ... ewig lächelnden

;348;192;67281;4;-1;4;grinsenden; 75% Maske ... grinsenden

;349;191;67283;2;-1;-1;fratzenhafte;100% fratzenhafte Maske

;350;190;67296;13;-4;5;Sonnenbrille; 61% Vettel mit|zupft Maske und ... Sonnenbrille zurecht dann

;351;190;67299;3;1;4;mitzubringen;100% Maske [...] mitzubringen

;352;190;67327;28;1;5;einkaufen; 75% mit|ohne Maske [...] einkaufen gehen

;353;189;67333;6;-4;2;Zorros; 83% Zorros [... mit ...] Maske

;354;189;67507;174;-3;-2;alle; 75% alle [... mit] Maske

;355;189;67520;13;-4;5;Comeback; 61% Maske überlegt Comeback

;356;188;67674;154;-2;-2;Für; 99% Für [die] Maske

;357;188;67680;6;-1;-1;Luise Dobratz ; 83% Luise Dobratz zum ... Berta Maske zum ...

;;;67695;15;-1;-1;Luise ; 86% Luise [...] Maske

;358;187;67703;8;-1;-1;Goldenen ausgezeichnet ;100% mit der Goldenen [...] Maske [dem ...] ausgezeichnet

;;;67710;7;-1;-1;Goldenen Verleihung ;100% Verleihung der Goldenen Maske

;;;67720;10;-1;-1;Goldenen ;100% mit der Goldenen [...] Maske

;359;186;67816;96;-5;5;Bühne; 50% Maske [... auf der|die] Bühne

;360;186;67817;1;1;5;übergezogen;100% Maske übergezogen

;361;186;67826;9;-1;-1;weissen; 77% mit der weissen [...] Maske

;362;186;67827;1;-4;-3;Klee Paul ;100% Maske ... Paul Klee

;;;67828;1;-4;-3;Klee ;100% Maske ... Klee

;363;185;67843;15;-4;-2;Dame; 86% die Dame von|mit der Maske

;364;185;67847;4;-1;-1;Eisernen; 50% Eisernen Maske

;365;185;67849;2;-5;4;unkenntlich; 50% Maske ... unkenntlich

;366;184;67850;1;-1;3;Jestrimski Irmgard ;100% Maske Irmgard Jestrimski

;367;183;67856;6;-3;-2;Atemschutzgerät;100% Atemschutzgerät mit|und ... die Maske

;368;183;67861;5;-5;5;schminken; 60% schminken ... der Maske

;369;183;67862;1;-5;5;Nasenbeinbruchs;100% Nasenbeinbruchs ... Maske

;370;183;67869;7;-5;5;Anonymous; 71% Anonymous [die] Maske

;371;183;67871;2;-1;-1;wächserne;100% wächserne Maske

;372;183;67877;6;-1;-1;afrikanischen; 50% Maske von afrikanischen

;373;183;67881;4;1;5;Gummihandschuhen;100% nicht mit Maske und Gummihandschuhen am Strand

;374;182;67882;1;3;5;gezogen;100% Maske gezogen

;375;181;67885;3;2;5;Boxring;100% Maske ... Boxring

;376;180;67910;25;-5;5;Masken; 52% wir gratis Masken verteilt|tragen ohne die Maske durftevon|man

;377;180;67917;7;-5;4;Bühnentechnik; 57% Bühnentechnik [...] Maske

;378;179;67955;38;-5;-2;Figur; 65% Motiv zwischen Figur [Porträt der|und] Maske und

;379;178;67956;1;1;1;übers;100% Maske ... übers

;380;177;67984;28;-5;4;Darsteller; 71% Darsteller [... in|die der] Maske

;381;177;67994;10;-5;5;getarnt; 70% getarnt als|mit grüner Kleidung und Maske

;382;175;68012;18;1;3;absetzen;100% die Maske [...] absetzen

;383;174;68014;2;-2;4;Boxprofi; 50% Maske ... Boxprofi

;384;173;68026;12;-1;-1;passende; 83% die passende [...] Maske

;385;172;68045;19;-5;5;RTL; 63% Maske und|von bei RTL

;386;172;68059;14;-5;-2;ziehe; 85% Wie ziehe [ich die] Maske an|und

;387;171;68060;1;-4;-1;weigern;100% weigern ... Maske

;388;170;68068;8;-5;5;Batman; 75% Batman ... seine die|in ... Maske

;389;170;68070;2;-5;3;trüge; 50% Maske trüge

;390;170;68074;4;3;5;11111111; 50% Maske 255.255.252. 0 11111111 11111111

;391;169;68091;17;-3;-1;Oper; 58% die Maske [des und Phantoms der] Oper

;392;169;68148;57;-1;-1;Keine; 98% Keine [...] Maske

;393;169;68151;3;1;5;aufsetze;100% Maske aufsetze

;394;169;68155;4;-5;5;WM-Kampf; 50% Maske der ... WM-Kampf

;395;168;68156;1;1;2;aufhat;100% Maske ... aufhat

;396;168;68166;10;1;5;auftragen;100% als Maske [...] auftragen

;397;168;68169;3;1;1;hindurch; 66% Maske [...] hindurch

;398;167;68178;9;-3;-2;niemand Praktisch ;100% Praktisch niemand trägt dabei Maske obwohl der

;;;68218;40;-3;-2;niemand ; 67% niemand [mehr|ohne die] Maske

;399;167;68221;3;2;2;kapierst du ;100% EurozWenn du keine Maske trägst kapierst du es ...

;400;166;68225;4;-1;-1;aufgesetzter;100% mit aufgesetzter Maske

;401;166;68234;9;-5;5;boxen; 66% gegen Maske [... zu] boxen

;402;166;68243;9;-2;-2;Anlegen;100% das dem|korrekte Anlegen der|von Maske und

;403;166;68255;12;1;4;schütze; 66% Markenzeichen die Maske schütze ihn davor

;404;165;68272;17;-5;4;lüftet; 70% lüftet ... die|seine Maske

;405;165;68275;3;-5;2;Kostümbild;100% Maske und Kostümbild

;406;165;68280;5;-5;2;máscara; 80% máscara contra máscara [...] Maske gegen Maske

;407;163;68290;10;-3;5;Sauerstoffflasche; 90% Maske [und ...] Sauerstoffflasche und

;408;162;68294;4;-2;-1;geschnitzte;100% geschnitzte Maske

;409;162;68333;39;1;5;erkennen; 84% der|mit Maske [... zu] erkennen ... die

;410;161;68352;19;-5;-2;zog; 68% und zog [die|seine] Maske aus und

;411;160;68377;25;-3;-2;Geheimnis; 76% Das Geheimnis [der] Maske

;412;160;68434;57;-4;-2;darf; 56% darf die ... Maske

;413;160;68436;2;-2;-1;Profi-Weltmeister;100% Profi-Weltmeister Maske

;414;160;68446;10;-5;5;Betreten; 60% beim Betreten des|der Halle|Gebäudes seine Maske ... und

;415;159;68447;1;-1;-1;einfache;100% einfache Maske

;416;159;68457;10;1;3;etc;100% Maske [...] etc

;417;159;68486;29;2;2;gelassen; 96% die|seine Maske ... fallen gelassen

;418;159;68490;4;2;2;Gleichgültigkeit; 75% Maske der Gleichgültigkeit

;419;158;68497;7;-5;5;Souffleusen; 71% Souffleusen [...] Maske

;420;158;68500;3;-3;-3;frühere; 66% frühere ... Maske

;421;158;68502;2;2;3;Pharaos; 50% Maske ... Pharaos

;422;158;68510;8;-4;4;Bankräuber; 87% Bankräuber der ohne|mit Maske

;423;157;68516;6;1;1;hervor; 83% Maske [...] hervor

;424;157;68522;6;-5;5;Jacke; 66% mit Maske und dicker Jacke in der

;425;157;68562;40;-5;-2;Trump; 90% Donald Trump [...] Maske

;426;156;68591;29;-3;5;Waffe; 75% mit Maske und Waffe
